"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000057657",204.184256809557,0.737489431098949,0.239482329197802,3.07951502546902,0.00207337911617502,0.0190907360130832
"ENSG00000049246",241.503165248797,-1.664686715836,0.256124448957307,-6.49952287887002,8.05751474614231e-11,5.64324458702041e-09
"ENSG00000164050",3546.32583915064,0.729372959419766,0.137935222065815,5.28779341850588,1.23800677279599e-07,4.40672151973122e-06
"ENSG00000114757",14.4618111631148,-1.03600641101642,0.364732977980692,-2.84045171004873,0.00450496930084291,0.0352566867993541
"ENSG00000118579",1386.23145399909,0.379325251948864,0.128058236907257,2.9621308328927,0.00305517933410625,0.0260581269023584
"ENSG00000123562",5008.55293511073,0.990466228257843,0.0877656652821076,11.2853497443922,1.5502375432571e-29,1.06599970701788e-26
"ENSG00000115183",1158.98251919755,-0.423332560245453,0.15343018229585,-2.75912179670859,0.00579569296720048,0.0424587134178251
"ENSG00000088325",259.098901124438,-0.745740131045873,0.208863861326521,-3.57046032908509,0.000356354423771995,0.00454814182448141
"ENSG00000135976",274.336398257575,-0.51833906915801,0.152141489350949,-3.40695408839033,0.000656921761304113,0.00742189126587649
"ENSG00000051620",1213.82298914253,0.488015042307141,0.136956722320877,3.5632792172389,0.000366250747515617,0.00465209177868703
"ENSG00000101134",328.595096615523,-0.761409664228597,0.276477835834284,-2.75396276135847,0.0058878466999209,0.0429466465170701
"ENSG00000154263",154.826700477768,-1.15669202379619,0.259903310207272,-4.45047053411415,8.56823497891641e-06,0.000188950814520477
"ENSG00000143498",92.9577579126351,-0.606152971282821,0.201318965634362,-3.01090843265967,0.00260467386540847,0.0229490426534067
"ENSG00000122970",577.733086521174,0.553398803282592,0.141897630000485,3.89998623148746,9.61981585627792e-05,0.00154823983357465
"ENSG00000135821",19973.4000047829,2.67394923697332,0.24281278754053,11.0123905089924,3.33047659691481e-28,2.01533799832509e-25
"ENSG00000107821",477.12701719012,-0.941734511800822,0.26699465571858,-3.52716614969791,0.00042003309412268,0.0052126830581525
"ENSG00000155324",708.618780587457,1.02914607765406,0.284071972379334,3.62283568151452,0.000291390942253035,0.003843705489719
"ENSG00000149346",97.1526972775671,-0.564204919326617,0.183344074441842,-3.07730108564587,0.00208884197947543,0.019209727334653
"ENSG00000151893",1119.6902418642,0.631957619136878,0.181652098884708,3.478944768692,0.000503392324931653,0.00602954797431992
"ENSG00000131507",2965.4227998426,0.394012241808731,0.133101256055119,2.96024435446023,0.00307395123134279,0.0261692370443183
"ENSG00000161921",174.532093289407,-0.836790717462468,0.234981978678429,-3.56108465069829,0.000369325980783615,0.00468328871525107
"ENSG00000100813",4349.0664850073,-0.47919550073182,0.0828650368151424,-5.78284303186665,7.34485920828697e-09,3.52739778104652e-07
"ENSG00000163430",70639.8413925075,0.754622133127176,0.204189522236186,3.69569469022168,0.00021928636443814,0.00302403292727455
"ENSG00000164106",35.9678873817574,0.999222181727205,0.346427841000795,2.88435877105186,0.00392211637371394,0.0316109624408868
"ENSG00000151694",1430.8817345111,0.499993115603256,0.15932833724735,3.13813050610727,0.00170029154716366,0.0161468992627067
"ENSG00000152332",3008.20914259827,0.66278787949476,0.0863107986940877,7.67908407201614,1.60230058861799e-14,2.00327300038124e-12
"ENSG00000146373",847.970997994722,0.521808606324274,0.173999275888436,2.99891251650291,0.00270945092607038,0.0236518024290783
